transaction_id,customer_id,merchant_id,amount,currency,timestamp,country,channel,status,ip,device
T002944,C0455,M016,141.24,XOF,2025-09-18T05:52:37Z,CI,web,approved,102.134.22.240,ios
T002945,C0275,M015,151.5,XOF,2025-09-18T09:59:39Z,CI,mobile,approved,102.134.22.101,linux
T002946,C0381,M002,77.11,XOF,2025-09-15T09:44:33Z,CI,mobile,approved,102.134.22.138,android
T002947,C0412,M009,144.17,XOF,2025-09-16T05:23:47Z,CI,mobile,approved,102.134.22.68,mac
T002948,C0295,M010,334.24,XOF,2025-09-20T05:46:46Z,CI,web,approved,102.134.22.109,mac
T002949,C0112,M005,131.67,XOF,2025-09-18T02:50:46Z,CI,mobile,approved,102.134.22.128,linux
T002950,C0445,M004,92.74,XOF,2025-09-17T00:40:31Z,CI,mobile,approved,102.134.22.181,ios
T002951,C0261,M013,89.53,XOF,2025-09-16T06:54:17Z,CI,web,approved,102.134.22.213,android
T002952,C0287,M012,70.24,XOF,2025-09-18T12:32:06Z,CI,web,declined,102.134.22.59,ios
T002953,C0378,M012,95.95,XOF,2025-09-16T14:59:13Z,CI,mobile,approved,102.134.22.66,linux
T002954,C0299,M014,193.87,XOF,2025-09-17T12:04:18Z,CI,web,declined,102.134.22.234,ios
T002955,C0242,M009,99.62,XOF,2025-09-18T03:20:58Z,CI,web,approved,102.134.22.89,linux
T002956,C0279,M010,196.11,XOF,2025-09-18T19:54:25Z,CI,mobile,approved,102.134.22.239,linux
T002957,C0173,M001,43.08,XOF,2025-09-15T21:28:06Z,CI,web,approved,102.134.22.171,android
T002958,C0290,M018,159.38,XOF,2025-09-19T09:48:57Z,CI,mobile,declined,102.134.22.26,ios
T002959,C0198,M002,182.22,XOF,2025-09-18T03:20:17Z,CI,web,approved,102.134.22.208,mac
T002960,C0014,M005,18.86,XOF,2025-09-17T23:49:41Z,CI,mobile,approved,102.134.22.164,ios
T002961,C0078,M014,122.5,XOF,2025-09-16T22:37:39Z,CI,web,approved,102.134.22.166,linux
T002962,C0363,M006,100.87,XOF,2025-09-19T03:59:06Z,CI,web,approved,102.134.22.116,mac
T002963,C0213,M014,56.92,XOF,2025-09-15T23:51:34Z,CI,web,approved,102.134.22.81,mac
T002964,C0143,M006,74.3,XOF,2025-09-17T10:03:13Z,CI,web,approved,102.134.22.215,ios
T002965,C0138,M020,25.47,XOF,2025-09-16T02:55:31Z,CI,web,declined,102.134.22.54,mac
T002966,C0284,M008,1,XOF,2025-09-19T15:19:02Z,CI,mobile,approved,102.134.22.190,android
T002967,C0037,M011,33.35,XOF,2025-09-15T15:19:03Z,CI,mobile,approved,102.134.22.104,android
T002968,C0151,M001,134.09,XOF,2025-09-17T19:54:34Z,CI,web,approved,102.134.22.220,windows
T002969,C0465,M012,1,XOF,2025-09-15T06:15:11Z,CI,mobile,approved,102.134.22.208,mac
T002970,C0057,M018,160.83,XOF,2025-09-15T03:18:19Z,CI,web,approved,102.134.22.33,mac
T002971,C0385,M012,216.92,XOF,2025-09-17T03:33:03Z,CI,mobile,approved,102.134.22.195,ios
T002972,C0249,M015,163.02,XOF,2025-09-16T17:13:02Z,CI,mobile,approved,102.134.22.77,linux
T002973,C0496,M018,300.67,XOF,2025-09-15T01:06:06Z,CI,web,declined,102.134.22.191,windows
T002974,C0033,M007,150.16,XOF,2025-09-18T15:59:09Z,CI,mobile,declined,102.134.22.66,linux
T002975,C0467,M018,69.87,XOF,2025-09-19T08:18:48Z,CI,web,approved,102.134.22.194,ios
T002976,C0034,M009,125.98,XOF,2025-09-17T07:59:24Z,CI,mobile,approved,102.134.22.190,android
T002977,C0425,M007,94.2,XOF,2025-09-19T00:52:28Z,CI,mobile,approved,102.134.22.67,linux
T002978,C0270,M017,58.67,XOF,2025-09-20T01:23:55Z,CI,mobile,approved,102.134.22.35,android
T002979,C0125,M015,190.29,XOF,2025-09-18T00:19:36Z,CI,mobile,approved,102.134.22.132,ios
T002980,C0358,M017,126.18,XOF,2025-09-15T03:04:42Z,CI,web,approved,102.134.22.186,linux
T002981,C0106,M019,153.07,XOF,2025-09-20T07:56:00Z,CI,mobile,approved,102.134.22.17,windows
T002982,C0222,M016,112.62,XOF,2025-09-17T06:39:16Z,CI,web,approved,102.134.22.242,android
T002983,C0234,M004,129.64,XOF,2025-09-20T09:31:27Z,CI,mobile,approved,102.134.22.82,mac
T002984,C0066,M011,89.32,XOF,2025-09-18T03:43:43Z,CI,web,approved,102.134.22.141,android
T002985,C0337,M007,217.39,XOF,2025-09-16T05:35:23Z,CI,web,approved,102.134.22.68,ios
T002986,C0007,M013,7.73,XOF,2025-09-16T21:08:25Z,CI,web,approved,102.134.22.14,ios
T002987,C0332,M011,54.25,XOF,2025-09-20T14:16:37Z,CI,mobile,declined,102.134.22.36,ios
T002988,C0380,M004,150.07,XOF,2025-09-17T23:58:31Z,CI,mobile,approved,102.134.22.7,mac
T002989,C0039,M009,82.96,XOF,2025-09-19T11:05:18Z,CI,web,approved,102.134.22.252,mac
T002990,C0458,M008,124.58,XOF,2025-09-19T15:37:11Z,CI,web,approved,102.134.22.219,ios
T002991,C0119,M019,359.43,XOF,2025-09-17T20:56:13Z,CI,web,approved,102.134.22.13,windows
T002992,C0072,M001,177.26,XOF,2025-09-19T02:02:11Z,CI,web,declined,102.134.22.30,ios
T002993,C0295,M004,66.47,XOF,2025-09-17T14:34:22Z,CI,web,approved,102.134.22.94,ios
T002994,C0194,M004,108.32,XOF,2025-09-20T18:35:38Z,CI,web,approved,102.134.22.154,windows
T002995,C0146,M011,160.79,XOF,2025-09-18T13:43:54Z,CI,web,approved,102.134.22.129,mac
T002996,C0396,M010,48.39,XOF,2025-09-18T02:54:56Z,CI,mobile,approved,102.134.22.45,windows
T002997,C0090,M002,72.54,XOF,2025-09-20T17:07:49Z,CI,web,approved,102.134.22.117,mac
T002998,C0142,M019,142.31,XOF,2025-09-17T10:38:02Z,CI,web,approved,102.134.22.213,ios
T002999,C0172,M006,5.93,XOF,2025-09-18T19:45:14Z,CI,mobile,approved,102.134.22.86,linux
T003000,C0137,M016,197.77,XOF,2025-09-15T07:19:18Z,CI,web,approved,102.134.22.64,linux
T003001,C0154,M004,59.31,XOF,2025-09-15T05:38:41Z,CI,mobile,approved,102.134.22.95,ios
T003002,C0208,M019,63.31,XOF,2025-09-17T12:35:19Z,CI,web,approved,102.134.22.114,windows
T003003,C0120,M011,55.91,XOF,2025-09-19T06:42:16Z,CI,mobile,approved,102.134.22.163,linux
T003004,C0455,M011,148.07,XOF,2025-09-21T04:37:11Z,CI,web,approved,102.134.22.225,mac
T003005,C0053,M011,160.59,XOF,2025-09-20T11:50:43Z,CI,web,approved,102.134.22.118,mac
T003006,C0382,M018,98.93,XOF,2025-09-16T21:14:21Z,CI,mobile,approved,102.134.22.241,windows
T003007,C0220,M008,30.12,XOF,2025-09-19T11:39:40Z,CI,mobile,approved,102.134.22.101,linux
T003008,C0152,M019,91.71,XOF,2025-09-16T06:51:01Z,CI,web,approved,102.134.22.193,linux
T003009,C0115,M017,55.51,XOF,2025-09-15T10:28:32Z,CI,web,approved,102.134.22.201,linux
T003010,C0356,M015,157.99,XOF,2025-09-16T21:18:10Z,CI,web,approved,102.134.22.128,ios
T003011,C0354,M006,138.98,XOF,2025-09-20T06:03:28Z,CI,web,approved,102.134.22.158,mac
T003012,C0491,M018,140.42,XOF,2025-09-20T08:23:05Z,CI,web,approved,102.134.22.71,linux
T003013,C0147,M013,284.38,XOF,2025-09-17T00:35:10Z,CI,mobile,approved,102.134.22.114,mac
T003014,C0166,M009,270.19,XOF,2025-09-16T17:34:38Z,CI,web,approved,102.134.22.180,windows
T003015,C0418,M007,120.22,XOF,2025-09-18T16:20:05Z,CI,mobile,approved,102.134.22.239,linux
T003016,C0006,M007,65.79,XOF,2025-09-18T03:32:55Z,CI,mobile,approved,102.134.22.171,android
T003017,C0467,M013,154.48,XOF,2025-09-15T19:59:32Z,CI,mobile,approved,102.134.22.105,mac
T003018,C0211,M018,195.12,XOF,2025-09-14T19:26:57Z,CI,web,approved,102.134.22.154,android
T003019,C0087,M012,182.85,XOF,2025-09-14T21:34:17Z,CI,web,approved,102.134.22.184,ios
T003020,C0309,M009,168.67,XOF,2025-09-21T09:21:02Z,CI,web,approved,102.134.22.60,windows
T003021,C0215,M016,158.51,XOF,2025-09-17T19:11:44Z,CI,mobile,approved,102.134.22.26,windows
T003022,C0423,M019,294.57,XOF,2025-09-15T01:16:45Z,CI,web,approved,102.134.22.245,android
T003023,C0038,M009,64.16,XOF,2025-09-19T18:27:30Z,CI,web,approved,102.134.22.250,windows
T003024,C0396,M001,122.24,XOF,2025-09-15T12:11:11Z,CI,mobile,approved,102.134.22.237,ios
T003025,C0452,M014,180.13,XOF,2025-09-14T23:15:30Z,CI,web,approved,102.134.22.140,android
T003026,C0449,M020,203.34,XOF,2025-09-15T09:04:28Z,CI,web,approved,102.134.22.32,ios
T003027,C0169,M010,1,XOF,2025-09-17T15:05:40Z,CI,web,declined,102.134.22.54,windows
T003028,C0039,M014,118.39,XOF,2025-09-16T21:31:14Z,CI,mobile,approved,102.134.22.172,android
T003029,C0052,M007,215.76,XOF,2025-09-20T09:27:35Z,CI,web,approved,102.134.22.202,mac
T003030,C0438,M003,1,XOF,2025-09-15T16:48:05Z,CI,web,approved,102.134.22.35,android
T003031,C0070,M010,251.86,XOF,2025-09-18T06:07:48Z,CI,web,approved,102.134.22.239,linux
T003032,C0412,M003,54.09,XOF,2025-09-21T05:50:36Z,CI,web,approved,102.134.22.216,linux
T003033,C0070,M016,160.01,XOF,2025-09-20T01:48:11Z,CI,web,declined,102.134.22.122,linux
T003034,C0252,M013,65.71,XOF,2025-09-18T23:20:02Z,CI,mobile,approved,102.134.22.19,ios
T003035,C0471,M016,127.83,XOF,2025-09-21T05:23:44Z,CI,web,approved,102.134.22.98,android
T003036,C0087,M008,88.35,XOF,2025-09-17T23:22:53Z,CI,web,approved,102.134.22.225,android
T003037,C0172,M007,111.75,XOF,2025-09-15T10:10:33Z,CI,web,approved,102.134.22.170,mac
T003038,C0199,M003,87.87,XOF,2025-09-16T18:02:39Z,CI,mobile,approved,102.134.22.87,ios
T003039,C0379,M010,172.73,XOF,2025-09-18T10:07:53Z,CI,web,approved,102.134.22.94,windows
T003040,C0369,M003,224.3,XOF,2025-09-20T09:43:13Z,CI,mobile,approved,102.134.22.235,windows
T003041,C0292,M020,69.68,XOF,2025-09-19T16:03:28Z,CI,web,approved,102.134.22.28,linux
T003042,C0222,M015,161.4,XOF,2025-09-18T15:14:44Z,CI,mobile,approved,102.134.22.94,linux
T003043,C0095,M015,238.23,XOF,2025-09-18T02:17:14Z,CI,mobile,approved,102.134.22.104,ios
T003044,C0208,M012,17.75,XOF,2025-09-18T21:19:51Z,CI,mobile,approved,102.134.22.3,mac
T003045,C0440,M009,102.75,XOF,2025-09-14T18:34:10Z,CI,web,approved,102.134.22.210,mac
T003046,C0332,M014,91.51,XOF,2025-09-20T16:19:41Z,CI,mobile,approved,102.134.22.180,linux
T003047,C0003,M001,126.52,XOF,2025-09-19T21:38:19Z,CI,mobile,approved,102.134.22.16,windows
T003048,C0249,M005,83.35,XOF,2025-09-15T17:12:42Z,CI,web,approved,102.134.22.44,ios
T003049,C0446,M006,112.39,XOF,2025-09-20T14:04:23Z,CI,web,approved,102.134.22.38,ios
T003050,C0285,M005,79.96,XOF,2025-09-16T14:58:09Z,CI,web,approved,102.134.22.121,windows
T003051,C0311,M019,45.7,XOF,2025-09-16T09:18:20Z,CI,web,approved,102.134.22.24,android
T003052,C0138,M015,107.75,XOF,2025-09-21T05:26:07Z,CI,web,approved,102.134.22.201,android
T003053,C0016,M011,187.97,XOF,2025-09-15T21:37:49Z,CI,mobile,declined,102.134.22.242,mac
T003054,C0085,M017,91.1,XOF,2025-09-16T06:24:52Z,CI,web,approved,102.134.22.112,windows
T003055,C0185,M016,1,XOF,2025-09-15T22:16:15Z,CI,mobile,approved,102.134.22.8,ios
T003056,C0009,M003,1,XOF,2025-09-21T01:25:02Z,CI,mobile,approved,102.134.22.74,windows
T003057,C0447,M005,85.08,XOF,2025-09-17T10:39:28Z,CI,mobile,approved,102.134.22.143,mac
T003058,C0148,M005,224.6,XOF,2025-09-20T00:16:32Z,CI,web,approved,102.134.22.131,linux
T003059,C0177,M016,176.12,XOF,2025-09-17T05:01:58Z,CI,web,approved,102.134.22.150,android
T003060,C0050,M008,128.01,XOF,2025-09-16T06:29:56Z,CI,mobile,declined,102.134.22.232,ios
T003061,C0417,M011,109.05,XOF,2025-09-19T09:14:09Z,CI,mobile,declined,102.134.22.201,windows
T003062,C0157,M001,112.43,XOF,2025-09-21T10:39:18Z,CI,web,approved,102.134.22.189,android
T003063,C0327,M002,52.25,XOF,2025-09-19T14:04:20Z,CI,mobile,declined,102.134.22.134,linux
T003064,C0220,M001,68.97,XOF,2025-09-21T02:13:29Z,CI,web,approved,102.134.22.100,windows
T003065,C0388,M009,63.51,XOF,2025-09-19T14:26:38Z,CI,mobile,declined,102.134.22.22,mac
T003066,C0074,M015,134.62,XOF,2025-09-18T08:43:31Z,CI,web,declined,102.134.22.108,linux
T003067,C0030,M005,68.26,XOF,2025-09-15T08:07:49Z,CI,web,approved,102.134.22.132,windows
T003068,C0246,M013,283.27,XOF,2025-09-16T20:38:16Z,CI,mobile,approved,102.134.22.78,mac
T003069,C0411,M001,152.08,XOF,2025-09-20T13:18:51Z,CI,web,approved,102.134.22.37,windows
T003070,C0109,M010,81.06,XOF,2025-09-16T14:42:46Z,CI,web,approved,102.134.22.117,ios
T003071,C0127,M013,175.09,XOF,2025-09-18T05:39:26Z,CI,mobile,approved,102.134.22.81,mac
T003072,C0434,M019,165.93,XOF,2025-09-17T22:04:36Z,CI,mobile,approved,102.134.22.128,linux
T003073,C0189,M015,184.22,XOF,2025-09-19T02:20:25Z,CI,web,declined,102.134.22.55,ios
T003074,C0318,M011,126.05,XOF,2025-09-16T06:03:33Z,CI,mobile,approved,102.134.22.57,android
T003075,C0072,M017,4.96,XOF,2025-09-18T09:50:07Z,CI,web,approved,102.134.22.6,ios
T003076,C0201,M006,1,XOF,2025-09-19T18:43:37Z,CI,mobile,approved,102.134.22.125,windows
T003077,C0014,M010,1,XOF,2025-09-16T09:43:19Z,CI,mobile,approved,102.134.22.238,ios
T003078,C0184,M008,31.41,XOF,2025-09-15T22:43:34Z,CI,mobile,approved,102.134.22.54,mac
T003079,C0420,M012,1,XOF,2025-09-14T13:26:34Z,CI,web,approved,102.134.22.60,linux
T003080,C0257,M002,262.09,XOF,2025-09-16T09:41:52Z,CI,mobile,approved,102.134.22.39,android
T003081,C0055,M019,207.68,XOF,2025-09-19T13:44:50Z,CI,web,approved,102.134.22.159,ios
T003082,C0310,M016,179.76,XOF,2025-09-20T10:33:02Z,CI,web,approved,102.134.22.166,android
T003083,C0221,M004,90.36,XOF,2025-09-16T17:32:15Z,CI,web,approved,102.134.22.88,mac
T003084,C0359,M016,8.25,XOF,2025-09-17T21:46:51Z,CI,mobile,approved,102.134.22.154,windows
T003085,C0319,M005,104.9,XOF,2025-09-14T12:42:56Z,CI,web,approved,102.134.22.200,windows
T003086,C0070,M008,15.8,XOF,2025-09-17T03:15:45Z,CI,mobile,approved,102.134.22.120,mac
T003087,C0193,M010,127.55,XOF,2025-09-20T23:40:37Z,CI,mobile,approved,102.134.22.114,android
T003088,C0315,M010,54.93,XOF,2025-09-15T22:26:54Z,CI,web,approved,102.134.22.180,android
T003089,C0220,M014,15.95,XOF,2025-09-15T11:22:59Z,CI,mobile,approved,102.134.22.46,mac
T003090,C0035,M005,1,XOF,2025-09-19T13:46:39Z,CI,web,approved,102.134.22.211,windows
T003091,C0038,M020,41.85,XOF,2025-09-20T06:52:30Z,CI,web,approved,102.134.22.18,android
T003092,C0245,M018,95.99,XOF,2025-09-19T05:49:34Z,CI,web,approved,102.134.22.212,mac
T003093,C0078,M007,136.96,XOF,2025-09-19T16:32:28Z,CI,web,approved,102.134.22.150,ios
T003094,C0445,M005,177.69,XOF,2025-09-15T08:51:30Z,CI,mobile,approved,102.134.22.95,mac
T003095,C0147,M005,148.44,XOF,2025-09-17T04:16:29Z,CI,web,approved,102.134.22.8,ios
T003096,C0426,M011,102.35,XOF,2025-09-20T00:06:27Z,CI,web,declined,102.134.22.180,android
T003097,C0307,M017,173.35,XOF,2025-09-17T00:20:43Z,CI,mobile,approved,102.134.22.33,mac
T003098,C0366,M009,187.2,XOF,2025-09-20T23:56:18Z,CI,mobile,approved,102.134.22.52,mac
T003099,C0175,M007,103.07,XOF,2025-09-19T12:13:03Z,CI,web,approved,102.134.22.200,windows
T003100,C0418,M013,145.77,XOF,2025-09-14T20:50:07Z,CI,web,approved,102.134.22.101,windows
T003101,C0449,M008,1,XOF,2025-09-16T17:35:26Z,CI,web,approved,102.134.22.125,ios
T003102,C0162,M012,187.28,XOF,2025-09-17T21:27:14Z,CI,web,approved,102.134.22.214,windows
T003103,C0315,M016,67.75,XOF,2025-09-19T06:15:05Z,CI,mobile,approved,102.134.22.131,windows
T003104,C0082,M006,242.82,XOF,2025-09-19T16:02:27Z,CI,mobile,approved,102.134.22.213,android
T003105,C0162,M001,80.81,XOF,2025-09-14T18:18:53Z,CI,web,declined,102.134.22.108,windows
T003106,C0274,M011,225.05,XOF,2025-09-19T03:34:45Z,CI,web,approved,102.134.22.14,mac
T003107,C0365,M016,120.71,XOF,2025-09-16T00:48:32Z,CI,web,approved,102.134.22.180,android
T003108,C0300,M007,1,XOF,2025-09-19T20:24:24Z,CI,mobile,declined,102.134.22.19,ios
T003109,C0401,M012,186.0,XOF,2025-09-21T11:38:04Z,CI,web,approved,102.134.22.51,windows
T003110,C0237,M018,174.77,XOF,2025-09-20T11:43:16Z,CI,mobile,declined,102.134.22.249,mac
T003111,C0192,M004,1,XOF,2025-09-21T09:13:11Z,CI,web,approved,102.134.22.53,ios
T003112,C0069,M003,157.11,XOF,2025-09-20T22:17:10Z,CI,mobile,approved,102.134.22.216,ios
T003113,C0451,M005,160.32,XOF,2025-09-17T10:47:00Z,CI,mobile,approved,102.134.22.184,mac
T003114,C0205,M015,227.86,XOF,2025-09-20T10:12:34Z,CI,mobile,approved,102.134.22.162,ios
T003115,C0414,M017,201.37,XOF,2025-09-16T04:57:35Z,CI,web,approved,102.134.22.18,ios
T003116,C0014,M002,6.06,XOF,2025-09-16T08:08:30Z,CI,mobile,approved,102.134.22.210,windows
T003117,C0109,M014,192.37,XOF,2025-09-21T02:12:00Z,CI,mobile,approved,102.134.22.203,linux
T003118,C0481,M018,360.84,XOF,2025-09-16T12:27:47Z,CI,mobile,approved,102.134.22.164,android
T003119,C0328,M009,5.24,XOF,2025-09-17T00:14:53Z,CI,mobile,declined,102.134.22.154,ios
T003120,C0288,M012,226.16,XOF,2025-09-14T18:59:53Z,CI,mobile,approved,102.134.22.214,android
T003121,C0319,M012,150.11,XOF,2025-09-15T21:07:28Z,CI,web,approved,102.134.22.212,android
T003122,C0056,M011,86.73,XOF,2025-09-15T10:33:27Z,CI,mobile,approved,102.134.22.89,linux
T003123,C0488,M017,95.53,XOF,2025-09-15T05:28:49Z,CI,mobile,approved,102.134.22.18,android
T003124,C0032,M009,113.57,XOF,2025-09-17T22:05:36Z,CI,web,approved,102.134.22.99,linux
T003125,C0170,M007,169.28,XOF,2025-09-18T15:00:42Z,CI,mobile,approved,102.134.22.56,mac
T003126,C0235,M011,145.44,XOF,2025-09-18T06:22:47Z,CI,web,approved,102.134.22.160,android
T003127,C0163,M013,205.12,XOF,2025-09-15T18:01:57Z,CI,mobile,approved,102.134.22.216,mac
T003128,C0135,M002,74.71,XOF,2025-09-21T03:52:58Z,CI,web,approved,102.134.22.119,android
T003129,C0287,M007,198.28,XOF,2025-09-19T09:54:21Z,CI,web,approved,102.134.22.28,windows
T003130,C0476,M013,61.19,XOF,2025-09-20T18:17:00Z,CI,mobile,approved,102.134.22.146,linux
T003131,C0183,M019,156.54,XOF,2025-09-20T04:54:14Z,CI,web,approved,102.134.22.17,mac
T003132,C0369,M011,50.03,XOF,2025-09-15T00:08:29Z,CI,mobile,declined,102.134.22.138,ios
T003133,C0277,M003,147.83,XOF,2025-09-19T01:12:16Z,CI,mobile,approved,102.134.22.181,ios
T003134,C0190,M008,189.78,XOF,2025-09-21T02:52:07Z,CI,web,declined,102.134.22.149,linux
T003135,C0205,M005,144.47,XOF,2025-09-20T16:18:33Z,CI,mobile,declined,102.134.22.180,mac
T003136,C0287,M002,160.26,XOF,2025-09-18T13:37:11Z,CI,mobile,approved,102.134.22.69,mac
T003137,C0107,M001,15.93,XOF,2025-09-19T16:35:35Z,CI,web,approved,102.134.22.132,windows
T003138,C0081,M015,87.59,XOF,2025-09-16T23:34:02Z,CI,mobile,approved,102.134.22.111,linux
T003139,C0163,M003,141.24,XOF,2025-09-21T07:09:46Z,CI,web,approved,102.134.22.33,linux
T003140,C0484,M010,67.45,XOF,2025-09-18T23:56:59Z,CI,web,declined,102.134.22.2,linux
T003141,C0004,M018,199.16,XOF,2025-09-20T04:03:26Z,CI,web,declined,102.134.22.216,android
T003142,C0392,M008,1,XOF,2025-09-20T01:01:03Z,CI,mobile,approved,102.134.22.121,mac
T003143,C0150,M005,218.01,XOF,2025-09-15T21:46:26Z,CI,web,approved,102.134.22.124,linux
T003144,C0102,M001,213.05,XOF,2025-09-19T05:34:37Z,CI,web,approved,102.134.22.22,ios
T003145,C0440,M009,162.2,XOF,2025-09-15T09:18:58Z,CI,web,approved,102.134.22.75,mac
T003146,C0455,M002,133.14,XOF,2025-09-17T03:05:28Z,CI,mobile,approved,102.134.22.178,mac
T003147,C0476,M014,212.34,XOF,2025-09-20T04:47:44Z,CI,mobile,approved,102.134.22.94,linux
T003148,C0180,M013,181.86,XOF,2025-09-19T18:33:28Z,CI,mobile,approved,102.134.22.11,linux
T003149,C0148,M009,62.18,XOF,2025-09-19T01:59:31Z,CI,web,approved,102.134.22.94,ios
T003150,C0480,M010,111.21,XOF,2025-09-16T11:02:00Z,CI,mobile,approved,102.134.22.94,ios
T003151,C0094,M005,1,XOF,2025-09-20T01:39:44Z,CI,web,approved,102.134.22.63,linux
T003152,C0235,M001,1,XOF,2025-09-14T15:52:10Z,CI,mobile,approved,102.134.22.63,mac
T003153,C0404,M019,125.56,XOF,2025-09-15T02:35:00Z,CI,web,declined,102.134.22.85,android
T003154,C0023,M003,48.01,XOF,2025-09-15T16:00:54Z,CI,web,approved,102.134.22.8,linux
T003155,C0293,M007,169.14,XOF,2025-09-14T21:31:24Z,CI,mobile,declined,102.134.22.154,mac
T003156,C0471,M007,175.43,XOF,2025-09-21T06:02:08Z,CI,mobile,approved,102.134.22.129,ios
T003157,C0096,M004,85.45,XOF,2025-09-18T20:19:14Z,CI,mobile,approved,102.134.22.24,windows
T003158,C0125,M017,121.74,XOF,2025-09-19T03:57:56Z,CI,mobile,declined,102.134.22.174,ios
T003159,C0483,M016,174.02,XOF,2025-09-16T09:22:12Z,CI,mobile,approved,102.134.22.38,linux
T003160,C0159,M013,127.84,XOF,2025-09-16T05:21:24Z,CI,mobile,declined,102.134.22.152,ios
T003161,C0021,M002,88.03,XOF,2025-09-20T13:04:13Z,CI,web,approved,102.134.22.171,android
T003162,C0156,M013,62.01,XOF,2025-09-15T13:09:15Z,CI,mobile,approved,102.134.22.7,linux
T003163,C0254,M004,92.24,XOF,2025-09-18T14:25:35Z,CI,web,approved,102.134.22.226,ios
T003164,C0164,M014,266.49,XOF,2025-09-17T08:17:41Z,CI,mobile,approved,102.134.22.196,ios
T003165,C0370,M002,143.45,XOF,2025-09-14T15:44:48Z,CI,web,approved,102.134.22.114,linux
T003166,C0373,M001,134.76,XOF,2025-09-15T21:11:33Z,CI,web,approved,102.134.22.165,ios
T003167,C0172,M018,99.64,XOF,2025-09-18T13:50:40Z,CI,web,approved,102.134.22.59,android
T003168,C0362,M008,58.63,XOF,2025-09-17T16:27:43Z,CI,mobile,approved,102.134.22.63,mac
T003169,C0013,M017,205.43,XOF,2025-09-19T06:44:02Z,CI,web,declined,102.134.22.173,mac
T003170,C0035,M012,276.32,XOF,2025-09-20T19:26:08Z,CI,mobile,declined,102.134.22.252,windows
T003171,C0467,M008,212.66,XOF,2025-09-20T01:24:06Z,CI,web,approved,102.134.22.90,linux
T003172,C0346,M008,1,XOF,2025-09-17T01:46:33Z,CI,mobile,approved,102.134.22.52,linux
T003173,C0072,M004,71.35,XOF,2025-09-19T22:27:00Z,CI,mobile,approved,102.134.22.109,linux
T003174,C0243,M014,75.04,XOF,2025-09-17T07:48:08Z,CI,web,approved,102.134.22.27,mac
T003175,C0051,M017,10.16,XOF,2025-09-20T09:30:21Z,CI,mobile,approved,102.134.22.230,ios
T003176,C0278,M007,174.12,XOF,2025-09-20T22:35:53Z,CI,web,approved,102.134.22.135,windows
T003177,C0451,M006,219.37,XOF,2025-09-14T19:09:28Z,CI,mobile,approved,102.134.22.41,ios
T003178,C0222,M014,181.14,XOF,2025-09-19T15:49:24Z,CI,web,approved,102.134.22.177,ios
T003179,C0203,M011,99.02,XOF,2025-09-19T22:21:26Z,CI,web,approved,102.134.22.165,linux
T003180,C0496,M020,93.44,XOF,2025-09-21T00:38:18Z,CI,mobile,approved,102.134.22.150,ios
T003181,C0166,M011,85.27,XOF,2025-09-18T08:37:17Z,CI,mobile,approved,102.134.22.112,windows
T003182,C0195,M010,104.82,XOF,2025-09-20T12:28:19Z,CI,web,declined,102.134.22.95,linux
T003183,C0471,M010,45.64,XOF,2025-09-14T19:10:33Z,CI,mobile,approved,102.134.22.243,mac
T003184,C0248,M018,285.84,XOF,2025-09-18T12:01:15Z,CI,web,declined,102.134.22.36,linux
T003185,C0048,M018,170.02,XOF,2025-09-18T18:40:01Z,CI,web,approved,102.134.22.216,windows
T003186,C0220,M002,64.96,XOF,2025-09-20T21:05:12Z,CI,mobile,approved,102.134.22.2,linux
T003187,C0327,M006,111.98,XOF,2025-09-16T17:29:15Z,CI,mobile,approved,102.134.22.119,android
T003188,C0329,M001,227.17,XOF,2025-09-17T07:50:28Z,CI,web,approved,102.134.22.27,ios
T003189,C0260,M013,100.6,XOF,2025-09-18T15:00:06Z,CI,mobile,approved,102.134.22.147,android
T003190,C0339,M020,98.38,XOF,2025-09-19T08:56:43Z,CI,web,declined,102.134.22.42,ios
T003191,C0061,M018,73.88,XOF,2025-09-16T19:03:35Z,CI,mobile,approved,102.134.22.11,android
T003192,C0328,M007,150.06,XOF,2025-09-20T13:11:28Z,CI,web,approved,102.134.22.202,ios
T003193,C0133,M019,71.17,XOF,2025-09-19T04:06:31Z,CI,mobile,approved,102.134.22.242,windows
T003194,C0358,M011,51.7,XOF,2025-09-14T19:14:51Z,CI,web,approved,102.134.22.196,windows
T003195,C0306,M012,28.56,XOF,2025-09-18T04:51:34Z,CI,mobile,approved,102.134.22.185,mac
T003196,C0463,M016,194.66,XOF,2025-09-21T02:05:14Z,CI,mobile,approved,102.134.22.65,windows
T003197,C0144,M013,116.46,XOF,2025-09-17T03:45:01Z,CI,mobile,approved,102.134.22.224,linux
T003198,C0342,M009,248.42,XOF,2025-09-16T21:51:15Z,CI,mobile,approved,102.134.22.220,ios
T003199,C0323,M006,11.71,XOF,2025-09-18T18:52:09Z,CI,mobile,approved,102.134.22.251,mac
T003200,C0266,M011,1,XOF,2025-09-18T03:17:52Z,CI,web,approved,102.134.22.170,mac
T003201,C0474,M017,60.33,XOF,2025-09-20T05:42:07Z,CI,web,approved,102.134.22.227,mac
T003202,C0112,M009,187.75,XOF,2025-09-21T07:21:36Z,CI,web,declined,102.134.22.187,mac
T003203,C0013,M010,133.57,XOF,2025-09-18T14:13:17Z,CI,web,approved,102.134.22.185,android
